baterryNo,U,A,T,R,recordtime,recordTime,SOC
5,2245,23,213,5046,2022/1/7 16:28,01071628,0.969858
5,2245,23,213,5046,2022/1/7 16:28,01071628,0.969858
5,2245,23,213,5046,2022/1/7 16:29,01071629,0.9698465
5,2244,23,213,5046,2022/1/7 16:29,01071629,0.9698465
5,2244,23,213,5046,2022/1/7 16:29,01071629,0.9698465
5,2245,23,213,5046,2022/1/7 16:29,01071629,0.9698465
5,2245,23,213,5046,2022/1/7 16:29,01071629,0.9698465
5,2245,23,213,5046,2022/1/7 16:29,01071629,0.9698465
5,2244,23,213,5046,2022/1/7 16:30,01071630,0.969835
5,2244,23,213,5046,2022/1/7 16:30,01071630,0.969835
5,2244,23,213,5046,2022/1/7 16:30,01071630,0.969835
5,2244,23,213,5046,2022/1/7 16:30,01071630,0.969835
5,2244,23,213,5046,2022/1/7 16:30,01071630,0.969835
5,2244,23,213,5046,2022/1/7 16:30,01071630,0.969835
5,2244,22,213,5046,2022/1/7 16:31,01071631,0.969824
5,2244,22,213,5046,2022/1/7 16:31,01071631,0.969824
5,2244,22,213,5046,2022/1/7 16:31,01071631,0.969824
5,2244,22,213,5046,2022/1/7 16:31,01071631,0.969824
5,2244,22,213,5046,2022/1/7 16:31,01071631,0.969824
5,2244,22,213,5046,2022/1/7 16:31,01071631,0.969824
5,2244,22,213,5046,2022/1/7 16:32,01071632,0.969813
5,2244,22,213,5046,2022/1/7 16:32,01071632,0.969813
5,2244,22,213,5046,2022/1/7 16:32,01071632,0.969813
5,2244,22,213,5046,2022/1/7 16:32,01071632,0.969813
5,2244,22,213,5046,2022/1/7 16:32,01071632,0.969813
5,2243,22,213,5046,2022/1/7 16:32,01071632,0.969813
5,2244,22,213,5046,2022/1/7 16:33,01071633,0.969802
5,2243,22,213,5046,2022/1/7 16:33,01071633,0.969802
5,2244,22,213,5046,2022/1/7 16:33,01071633,0.969802
5,2244,22,213,5046,2022/1/7 16:33,01071633,0.969802
5,2243,22,213,5046,2022/1/7 16:33,01071633,0.969802
5,2244,22,213,5046,2022/1/7 16:33,01071633,0.969802
5,2243,22,212,5046,2022/1/7 16:34,01071634,0.969791
5,2244,22,212,5046,2022/1/7 16:34,01071634,0.969791
5,2244,22,212,5046,2022/1/7 16:34,01071634,0.969791
5,2245,22,212,5046,2022/1/7 16:34,01071634,0.969791
5,2244,22,212,5046,2022/1/7 16:34,01071634,0.969791
5,2244,22,212,5046,2022/1/7 16:34,01071634,0.969791
5,2244,22,212,5046,2022/1/7 16:35,01071635,0.96978
5,2244,22,212,5046,2022/1/7 16:35,01071635,0.96978
5,2244,22,212,5046,2022/1/7 16:35,01071635,0.96978
5,2243,22,212,5046,2022/1/7 16:35,01071635,0.96978
5,2244,22,212,5046,2022/1/7 16:35,01071635,0.96978
5,2243,22,212,5046,2022/1/7 16:35,01071635,0.96978
5,2244,22,212,5046,2022/1/7 16:36,01071636,0.969769
5,2244,22,212,5046,2022/1/7 16:36,01071636,0.969769
5,2243,22,212,5046,2022/1/7 16:36,01071636,0.969769
5,2244,22,212,5046,2022/1/7 16:36,01071636,0.969769
5,2243,22,212,5046,2022/1/7 16:36,01071636,0.969769
5,2243,22,213,5046,2022/1/7 16:36,01071636,0.969769
5,2244,22,213,5046,2022/1/7 16:37,01071637,0.969758
5,2244,22,213,5046,2022/1/7 16:37,01071637,0.969758
5,2244,22,213,5046,2022/1/7 16:37,01071637,0.969758
5,2244,22,212,5046,2022/1/7 16:37,01071637,0.969758
5,2244,22,212,5046,2022/1/7 16:37,01071637,0.969758
5,2241,22,213,5046,2022/1/7 16:37,01071637,0.969758
5,2242,21,213,5046,2022/1/7 16:38,01071638,0.9697475
5,2244,21,213,5046,2022/1/7 16:38,01071638,0.9697475
5,2244,21,213,5046,2022/1/7 16:38,01071638,0.9697475
5,2244,21,213,5046,2022/1/7 16:38,01071638,0.9697475
5,2244,21,213,5046,2022/1/7 16:38,01071638,0.9697475
5,2244,21,214,5046,2022/1/7 16:38,01071638,0.9697475
5,2244,22,214,5046,2022/1/7 16:39,01071639,0.9697365
5,2244,22,214,5046,2022/1/7 16:39,01071639,0.9697365
5,2244,22,214,5046,2022/1/7 16:39,01071639,0.9697365
5,2244,22,214,5046,2022/1/7 16:39,01071639,0.9697365
5,2244,22,214,5046,2022/1/7 16:39,01071639,0.9697365
5,2244,22,214,5046,2022/1/7 16:39,01071639,0.9697365
5,2244,21,214,5046,2022/1/7 16:40,01071640,0.969726
5,2244,21,215,5046,2022/1/7 16:40,01071640,0.969726
5,2244,21,215,5046,2022/1/7 16:40,01071640,0.969726
5,2244,21,215,5046,2022/1/7 16:40,01071640,0.969726
5,2244,21,215,5046,2022/1/7 16:40,01071640,0.969726
5,2244,21,215,5046,2022/1/7 16:40,01071640,0.969726
5,2244,21,215,5046,2022/1/7 16:41,01071641,0.9697155
5,2244,21,215,5046,2022/1/7 16:41,01071641,0.9697155
5,2244,21,216,5046,2022/1/7 16:41,01071641,0.9697155
5,2244,21,216,5046,2022/1/7 16:41,01071641,0.9697155
5,2244,21,216,5046,2022/1/7 16:41,01071641,0.9697155
5,2244,21,216,5046,2022/1/7 16:41,01071641,0.9697155
5,2244,21,216,5046,2022/1/7 16:42,01071642,0.969705
5,2244,21,216,5046,2022/1/7 16:42,01071642,0.969705
5,2244,21,216,5046,2022/1/7 16:42,01071642,0.969705
5,2244,21,216,5046,2022/1/7 16:42,01071642,0.969705
5,2245,21,216,5046,2022/1/7 16:42,01071642,0.969705
5,2245,21,217,5046,2022/1/7 16:42,01071642,0.969705
5,2245,21,217,5046,2022/1/7 16:43,01071643,0.9696945
5,2245,21,217,5046,2022/1/7 16:43,01071643,0.9696945
5,2244,21,217,5046,2022/1/7 16:43,01071643,0.9696945
5,2244,21,217,5046,2022/1/7 16:43,01071643,0.9696945
5,2244,21,217,5046,2022/1/7 16:43,01071643,0.9696945
5,2244,21,217,5046,2022/1/7 16:43,01071643,0.9696945
5,2245,21,217,5046,2022/1/7 16:44,01071644,0.969684
5,2245,21,217,5046,2022/1/7 16:44,01071644,0.969684
5,2245,21,217,5046,2022/1/7 16:44,01071644,0.969684
5,2245,21,217,5046,2022/1/7 16:44,01071644,0.969684
5,2245,21,217,5046,2022/1/7 16:44,01071644,0.969684
5,2245,21,217,5046,2022/1/7 16:44,01071644,0.969684
5,2244,21,217,5046,2022/1/7 16:45,01071645,0.9696735
5,2245,21,217,5046,2022/1/7 16:45,01071645,0.9696735
5,2245,21,217,5046,2022/1/7 16:45,01071645,0.9696735
5,2245,21,217,5046,2022/1/7 16:45,01071645,0.9696735
5,2245,21,217,5046,2022/1/7 16:45,01071645,0.9696735
5,2245,21,217,5046,2022/1/7 16:45,01071645,0.9696735
5,2245,21,217,5046,2022/1/7 16:46,01071646,0.969663
5,2245,21,218,5046,2022/1/7 16:46,01071646,0.969663
5,2245,21,217,5046,2022/1/7 16:46,01071646,0.969663
5,2245,21,218,5046,2022/1/7 16:46,01071646,0.969663
5,2245,21,218,5046,2022/1/7 16:46,01071646,0.969663
5,2246,21,218,5046,2022/1/7 16:46,01071646,0.969663
5,2246,21,218,0,2022/1/7 16:51,01071651,0.9696105
5,2247,21,218,0,2022/1/7 16:51,01071651,0.9696105
5,2246,21,219,0,2022/1/7 16:51,01071651,0.9696105
5,2246,21,219,0,2022/1/7 16:51,01071651,0.9696105
5,2246,21,219,0,2022/1/7 16:52,01071652,0.9696
5,2246,21,219,0,2022/1/7 16:52,01071652,0.9696
5,2247,21,219,0,2022/1/7 16:52,01071652,0.9696
5,2247,21,219,0,2022/1/7 16:52,01071652,0.9696
5,2247,21,219,0,2022/1/7 16:52,01071652,0.9696
5,2247,21,219,0,2022/1/7 16:52,01071652,0.9696
5,2247,21,219,0,2022/1/7 16:53,01071653,0.9695895
5,2247,21,219,0,2022/1/7 16:53,01071653,0.9695895
5,2247,21,219,0,2022/1/7 16:53,01071653,0.9695895
5,2247,21,219,0,2022/1/7 16:53,01071653,0.9695895
5,2247,21,219,0,2022/1/7 16:53,01071653,0.9695895
5,2247,21,219,0,2022/1/7 16:53,01071653,0.9695895
5,2247,21,219,0,2022/1/7 16:54,01071654,0.969579
5,2247,21,219,0,2022/1/7 16:54,01071654,0.969579
5,2249,21,219,5060,2022/1/7 16:54,01071654,0.969579
5,2248,21,219,5060,2022/1/7 16:54,01071654,0.969579
5,2248,21,219,5060,2022/1/7 16:54,01071654,0.969579
5,2248,21,219,5060,2022/1/7 16:54,01071654,0.969579
5,2248,21,219,5060,2022/1/7 16:55,01071655,0.9695685
5,2248,21,219,5060,2022/1/7 16:55,01071655,0.9695685
5,2248,21,219,5060,2022/1/7 16:55,01071655,0.9695685
5,2248,21,219,5060,2022/1/7 16:55,01071655,0.9695685
5,2248,20,219,0,2022/1/7 16:55,01071655,0.9695685
5,2248,20,219,0,2022/1/7 16:55,01071655,0.9695685
5,2248,20,219,0,2022/1/7 16:56,01071656,0.9695585
5,2247,20,219,0,2022/1/7 16:56,01071656,0.9695585
5,2248,20,219,0,2022/1/7 16:56,01071656,0.9695585
5,2248,20,219,0,2022/1/7 16:56,01071656,0.9695585
5,2248,21,219,0,2022/1/7 16:56,01071656,0.9695585
5,2248,21,219,0,2022/1/7 16:56,01071656,0.9695585
5,2248,21,219,0,2022/1/7 16:57,01071657,0.969548
5,2248,21,219,0,2022/1/7 16:57,01071657,0.969548
5,2248,21,219,0,2022/1/7 16:57,01071657,0.969548
5,2248,21,219,0,2022/1/7 16:57,01071657,0.969548
5,2248,21,219,0,2022/1/7 16:57,01071657,0.969548
5,2248,21,219,0,2022/1/7 16:57,01071657,0.969548
5,2248,21,219,0,2022/1/7 16:58,01071658,0.9695375
5,2248,21,219,0,2022/1/7 16:58,01071658,0.9695375
5,2248,21,219,0,2022/1/7 16:58,01071658,0.9695375
5,2248,21,219,0,2022/1/7 16:58,01071658,0.9695375
5,2248,21,219,5059,2022/1/7 16:58,01071658,0.9695375
5,2251,21,219,5059,2022/1/7 16:58,01071658,0.9695375
5,2250,21,219,5059,2022/1/7 16:59,01071659,0.969527
5,2250,21,219,5059,2022/1/7 16:59,01071659,0.969527
5,2249,21,219,5059,2022/1/7 16:59,01071659,0.969527
5,2249,21,219,5059,2022/1/7 16:59,01071659,0.969527
5,2249,21,219,5059,2022/1/7 16:59,01071659,0.969527
5,2249,21,219,5059,2022/1/7 16:59,01071659,0.969527
5,2249,21,219,5059,2022/1/7 17:00,01071700,0.9690965
5,2249,21,220,5059,2022/1/7 17:00,01071700,0.9690965
5,2249,21,219,5059,2022/1/7 17:00,01071700,0.9690965
5,2249,21,219,5059,2022/1/7 17:00,01071700,0.9690965
5,2250,20,220,5059,2022/1/7 17:00,01071700,0.9690965
5,2250,20,220,5059,2022/1/7 17:00,01071700,0.9690965
5,2250,20,220,5059,2022/1/7 17:01,01071701,0.9690865
5,2250,20,220,5059,2022/1/7 17:01,01071701,0.9690865
5,2249,20,220,5059,2022/1/7 17:01,01071701,0.9690865
5,2250,20,220,5059,2022/1/7 17:01,01071701,0.9690865
5,2250,21,220,5059,2022/1/7 17:01,01071701,0.9690865
5,2250,21,220,5059,2022/1/7 17:01,01071701,0.9690865
5,0,21,0,0,2022/1/7 17:02,01071702,0.969076
5,2250,21,220,0,2022/1/7 17:02,01071702,0.969076
5,2250,21,220,0,2022/1/7 17:02,01071702,0.969076
5,2250,21,220,0,2022/1/7 17:02,01071702,0.969076
5,2251,21,220,0,2022/1/7 17:02,01071702,0.969076
5,2251,21,220,0,2022/1/7 17:02,01071702,0.969076
5,2251,20,220,0,2022/1/7 17:03,01071703,0.969066
5,2251,20,220,0,2022/1/7 17:03,01071703,0.969066
5,2251,20,220,0,2022/1/7 17:03,01071703,0.969066
5,2251,20,220,0,2022/1/7 17:03,01071703,0.969066
5,2251,20,220,0,2022/1/7 17:03,01071703,0.969066
5,2251,20,220,0,2022/1/7 17:03,01071703,0.969066
5,2251,20,220,0,2022/1/7 17:04,01071704,0.969056
5,2251,20,220,0,2022/1/7 17:04,01071704,0.969056
5,2251,20,220,0,2022/1/7 17:04,01071704,0.969056
5,2251,20,220,0,2022/1/7 17:04,01071704,0.969056
5,2251,20,220,0,2022/1/7 17:04,01071704,0.969056
5,2251,20,220,0,2022/1/7 17:04,01071704,0.969056
5,2251,20,220,5058,2022/1/7 17:05,01071705,0.969046
5,2253,21,220,5058,2022/1/7 17:05,01071705,0.969046
5,2252,21,220,5058,2022/1/7 17:05,01071705,0.969046
5,2252,21,220,5058,2022/1/7 17:05,01071705,0.969046
5,2252,21,220,5058,2022/1/7 17:05,01071705,0.969046
5,2251,21,220,5058,2022/1/7 17:05,01071705,0.969046
5,2252,21,220,5058,2022/1/7 17:06,01071706,0.9690355
5,2251,20,220,5058,2022/1/7 17:06,01071706,0.9690355
5,2252,20,220,5058,2022/1/7 17:06,01071706,0.9690355
5,2252,20,220,5058,2022/1/7 17:06,01071706,0.9690355
5,2251,20,220,5058,2022/1/7 17:06,01071706,0.9690355
5,2251,20,220,5058,2022/1/7 17:06,01071706,0.9690355
5,2252,20,220,5058,2022/1/7 17:07,01071707,0.9690255
5,2251,21,220,5058,2022/1/7 17:07,01071707,0.9690255
5,2251,21,220,5058,2022/1/7 17:07,01071707,0.9690255
5,2252,21,220,5058,2022/1/7 17:07,01071707,0.9690255
5,2252,21,220,5058,2022/1/7 17:07,01071707,0.9690255
5,2252,21,220,5058,2022/1/7 17:07,01071707,0.9690255
5,2252,21,220,5058,2022/1/7 17:08,01071708,0.969015
5,2252,20,220,5058,2022/1/7 17:08,01071708,0.969015
5,2252,20,220,5058,2022/1/7 17:08,01071708,0.969015
5,2252,20,220,5058,2022/1/7 17:08,01071708,0.969015
5,2253,20,219,5058,2022/1/7 17:08,01071708,0.969015
5,2253,20,220,5058,2022/1/7 17:08,01071708,0.969015
5,2253,20,220,5058,2022/1/7 17:09,01071709,0.969005
5,2253,20,220,5058,2022/1/7 17:09,01071709,0.969005
5,2253,20,220,5058,2022/1/7 17:09,01071709,0.969005
5,2253,20,220,5058,2022/1/7 17:09,01071709,0.969005
5,2253,20,220,5058,2022/1/7 17:09,01071709,0.969005
5,2253,20,219,5058,2022/1/7 17:09,01071709,0.969005
5,2253,20,219,5058,2022/1/7 17:10,01071710,0.968995
5,2253,20,219,5058,2022/1/7 17:10,01071710,0.968995
5,2253,20,219,5058,2022/1/7 17:10,01071710,0.968995
5,2253,20,219,5058,2022/1/7 17:10,01071710,0.968995
5,2253,20,219,5058,2022/1/7 17:10,01071710,0.968995
5,2253,20,219,5058,2022/1/7 17:10,01071710,0.968995
5,2254,20,219,5058,2022/1/7 17:11,01071711,0.968985
5,2254,20,219,5058,2022/1/7 17:11,01071711,0.968985
5,2254,20,219,5058,2022/1/7 17:11,01071711,0.968985
5,2254,20,219,5058,2022/1/7 17:11,01071711,0.968985
5,2254,20,219,5058,2022/1/7 17:11,01071711,0.968985
5,2254,20,219,5058,2022/1/7 17:11,01071711,0.968985
5,2254,20,219,5058,2022/1/7 17:12,01071712,0.968975
5,2254,20,219,5058,2022/1/7 17:12,01071712,0.968975
5,2254,20,219,5058,2022/1/7 17:12,01071712,0.968975
5,2254,20,219,5058,2022/1/7 17:12,01071712,0.968975
5,2255,20,219,5058,2022/1/7 17:12,01071712,0.968975
5,2254,20,219,5058,2022/1/7 17:12,01071712,0.968975
5,2255,20,219,5058,2022/1/7 17:13,01071713,0.968965
5,2255,20,219,5058,2022/1/7 17:13,01071713,0.968965
5,2255,20,219,5058,2022/1/7 17:13,01071713,0.968965
5,2254,20,219,5058,2022/1/7 17:13,01071713,0.968965
5,2255,20,219,5058,2022/1/7 17:13,01071713,0.968965
5,2255,20,219,5058,2022/1/7 17:13,01071713,0.968965
5,2255,20,219,5058,2022/1/7 17:14,01071714,0.968955
5,2255,20,219,5058,2022/1/7 17:14,01071714,0.968955
5,2255,20,219,5058,2022/1/7 17:14,01071714,0.968955
5,2255,20,219,5058,2022/1/7 17:14,01071714,0.968955
5,2255,20,219,5058,2022/1/7 17:14,01071714,0.968955
5,2255,20,219,5058,2022/1/7 17:14,01071714,0.968955
5,2256,20,219,5058,2022/1/7 17:15,01071715,0.968945
5,2256,20,219,5058,2022/1/7 17:15,01071715,0.968945
5,2255,20,219,5058,2022/1/7 17:15,01071715,0.968945
5,2256,20,219,5058,2022/1/7 17:15,01071715,0.968945
5,2256,20,219,5058,2022/1/7 17:15,01071715,0.968945
5,2256,20,219,5058,2022/1/7 17:15,01071715,0.968945
5,2256,20,219,5058,2022/1/7 17:16,01071716,0.968935
5,2256,20,219,5058,2022/1/7 17:16,01071716,0.968935
5,2257,20,219,5058,2022/1/7 17:16,01071716,0.968935
5,2257,20,219,5058,2022/1/7 17:16,01071716,0.968935
5,2257,20,219,5058,2022/1/7 17:16,01071716,0.968935
5,2257,20,219,5058,2022/1/7 17:16,01071716,0.968935
5,2257,20,219,5058,2022/1/7 17:17,01071717,0.968925
5,2257,20,219,5058,2022/1/7 17:17,01071717,0.968925
5,2257,20,218,5058,2022/1/7 17:17,01071717,0.968925
5,2257,20,218,5058,2022/1/7 17:17,01071717,0.968925
5,2141,20,218,5058,2022/1/7 17:18,01071718,0.968915
5,2073,-654,218,5058,2022/1/7 17:18,01071718,0.968915
5,2052,-661,218,5058,2022/1/7 17:18,01071718,0.968915
5,2039,-664,218,5058,2022/1/7 17:18,01071718,0.968915
5,2034,-664,218,5058,2022/1/7 17:18,01071718,0.968915
5,2031,-665,218,5058,2022/1/7 17:18,01071718,0.968915
5,2029,-665,218,5058,2022/1/7 17:19,01071719,0.9692475
5,2027,-663,218,5058,2022/1/7 17:19,01071719,0.9692475
5,2025,-662,218,5058,2022/1/7 17:19,01071719,0.9692475
5,2024,-664,218,5058,2022/1/7 17:19,01071719,0.9692475
5,2024,-664,218,5058,2022/1/7 17:19,01071719,0.9692475
5,2023,-664,218,5058,2022/1/7 17:19,01071719,0.9692475
5,2023,-665,218,5058,2022/1/7 17:20,01071720,0.96958
5,2023,-665,218,5058,2022/1/7 17:20,01071720,0.96958
5,2023,-666,218,5058,2022/1/7 17:20,01071720,0.96958
5,2023,-666,218,5058,2022/1/7 17:20,01071720,0.96958
5,2023,-665,218,5058,2022/1/7 17:20,01071720,0.96958
5,2023,-666,218,5058,2022/1/7 17:20,01071720,0.96958
5,2023,-667,218,5058,2022/1/7 17:21,01071721,0.9699135
5,2023,-667,218,5058,2022/1/7 17:21,01071721,0.9699135
5,2023,-667,218,5058,2022/1/7 17:21,01071721,0.9699135
5,2023,-668,218,5058,2022/1/7 17:21,01071721,0.9699135
5,2023,-666,218,5058,2022/1/7 17:21,01071721,0.9699135
5,2023,-667,217,5058,2022/1/7 17:21,01071721,0.9699135
5,2023,-666,217,5058,2022/1/7 17:22,01071722,0.9702465
5,2023,-667,217,5058,2022/1/7 17:22,01071722,0.9702465
5,2023,-667,217,5058,2022/1/7 17:22,01071722,0.9702465
5,2023,-666,217,5058,2022/1/7 17:22,01071722,0.9702465
5,2023,-667,217,5058,2022/1/7 17:22,01071722,0.9702465
5,2023,-668,217,5058,2022/1/7 17:22,01071722,0.9702465
5,2023,-667,217,5058,2022/1/7 17:23,01071723,0.97058
5,2023,-667,217,5058,2022/1/7 17:23,01071723,0.97058
5,2022,-666,217,5058,2022/1/7 17:23,01071723,0.97058
5,2022,-667,217,5058,2022/1/7 17:23,01071723,0.97058
5,2022,-668,217,5058,2022/1/7 17:23,01071723,0.97058
5,2022,-668,216,5058,2022/1/7 17:23,01071723,0.97058
5,2022,-668,216,5058,2022/1/7 17:24,01071724,0.970914
5,2022,-668,216,5058,2022/1/7 17:24,01071724,0.970914
5,2022,-667,216,5058,2022/1/7 17:24,01071724,0.970914
5,2022,-667,216,5058,2022/1/7 17:24,01071724,0.970914
5,2022,-667,216,5058,2022/1/7 17:24,01071724,0.970914
5,2022,-667,216,5058,2022/1/7 17:24,01071724,0.970914
5,2022,-667,216,5058,2022/1/7 17:25,01071725,0.9712475
5,2021,-665,216,5058,2022/1/7 17:25,01071725,0.9712475
5,2021,-668,215,5058,2022/1/7 17:25,01071725,0.9712475
5,2021,-667,215,5058,2022/1/7 17:25,01071725,0.9712475
5,2021,-667,215,5058,2022/1/7 17:25,01071725,0.9712475
5,2021,-667,215,5058,2022/1/7 17:25,01071725,0.9712475
5,2021,-667,215,5058,2022/1/7 17:26,01071726,0.971581
5,2021,-667,215,5058,2022/1/7 17:26,01071726,0.971581
5,2020,-667,215,5058,2022/1/7 17:26,01071726,0.971581
5,2020,-667,215,5058,2022/1/7 17:26,01071726,0.971581
5,2020,-668,215,5058,2022/1/7 17:26,01071726,0.971581
5,2020,-668,215,5058,2022/1/7 17:26,01071726,0.971581
5,2020,-667,215,5058,2022/1/7 17:27,01071727,0.9719145
5,2020,-668,215,5058,2022/1/7 17:27,01071727,0.9719145
5,2019,-666,214,5058,2022/1/7 17:27,01071727,0.9719145
5,2019,-666,214,5058,2022/1/7 17:27,01071727,0.9719145
5,2019,-666,214,5058,2022/1/7 17:27,01071727,0.9719145
5,2019,-666,214,5058,2022/1/7 17:27,01071727,0.9719145
5,2019,-666,214,5058,2022/1/7 17:28,01071728,0.9722475
5,2019,-666,214,5058,2022/1/7 17:28,01071728,0.9722475
5,2019,-664,214,5058,2022/1/7 17:28,01071728,0.9722475
5,2018,-665,214,5058,2022/1/7 17:28,01071728,0.9722475
5,2018,-665,214,5058,2022/1/7 17:28,01071728,0.9722475
5,2018,-665,214,5058,2022/1/7 17:28,01071728,0.9722475
5,2018,-665,214,5058,2022/1/7 17:29,01071729,0.97258
5,2018,-665,214,5058,2022/1/7 17:29,01071729,0.97258
5,2017,-665,213,5058,2022/1/7 17:29,01071729,0.97258
5,2017,-665,213,5058,2022/1/7 17:29,01071729,0.97258
5,2017,-665,213,5058,2022/1/7 17:29,01071729,0.97258
5,2017,-667,213,5058,2022/1/7 17:29,01071729,0.97258
5,2017,-666,213,5058,2022/1/7 17:30,01071730,0.972913
5,2016,-667,213,5058,2022/1/7 17:30,01071730,0.972913
5,2016,-666,213,5058,2022/1/7 17:30,01071730,0.972913
5,2016,-666,213,5058,2022/1/7 17:30,01071730,0.972913
5,2016,-666,213,5058,2022/1/7 17:30,01071730,0.972913
5,2015,-666,213,5058,2022/1/7 17:30,01071730,0.972913
5,2015,-667,213,5058,2022/1/7 17:31,01071731,0.9732465
5,2015,-666,213,5058,2022/1/7 17:31,01071731,0.9732465
5,2015,-666,213,5058,2022/1/7 17:31,01071731,0.9732465
5,2015,-665,213,5058,2022/1/7 17:31,01071731,0.9732465
5,2014,-666,213,5058,2022/1/7 17:31,01071731,0.9732465
5,2014,-665,213,5058,2022/1/7 17:31,01071731,0.9732465
5,2014,-665,213,5058,2022/1/7 17:32,01071732,0.973579
5,2014,-665,213,5058,2022/1/7 17:32,01071732,0.973579
5,2013,-667,213,5058,2022/1/7 17:32,01071732,0.973579
5,2013,-666,213,5058,2022/1/7 17:32,01071732,0.973579
5,2013,-666,213,5058,2022/1/7 17:32,01071732,0.973579
5,2013,-666,213,5058,2022/1/7 17:32,01071732,0.973579
5,2013,-666,213,5058,2022/1/7 17:33,01071733,0.973912
5,2012,-666,213,5058,2022/1/7 17:33,01071733,0.973912
5,2012,-667,213,5058,2022/1/7 17:33,01071733,0.973912
5,2012,-667,213,5058,2022/1/7 17:33,01071733,0.973912
5,2011,-667,213,5058,2022/1/7 17:33,01071733,0.973912
5,2011,-666,213,5058,2022/1/7 17:33,01071733,0.973912
5,2016,-666,213,5058,2022/1/7 17:34,01071734,0.974245
5,2025,-585,213,5058,2022/1/7 17:34,01071734,0.974245
5,2034,-436,213,5058,2022/1/7 17:34,01071734,0.974245
5,2044,-299,213,5058,2022/1/7 17:34,01071734,0.974245
5,2054,-184,213,5058,2022/1/7 17:34,01071734,0.974245
5,2066,-71,213,5058,2022/1/7 17:34,01071734,0.974245
5,2080,-71,213,5058,2022/1/7 17:35,01071735,0.9742805
5,2096,38,213,5058,2022/1/7 17:35,01071735,0.9742805
5,2112,125,213,5058,2022/1/7 17:35,01071735,0.9742805
5,2124,200,213,5058,2022/1/7 17:35,01071735,0.9742805
5,2140,217,213,5058,2022/1/7 17:35,01071735,0.9742805
5,2154,217,213,5058,2022/1/7 17:35,01071735,0.9742805
5,2166,232,213,5058,2022/1/7 17:36,01071736,0.9741645
5,2176,248,213,5058,2022/1/7 17:36,01071736,0.9741645
5,2186,253,213,5058,2022/1/7 17:36,01071736,0.9741645
5,2193,253,213,5058,2022/1/7 17:36,01071736,0.9741645
5,2198,254,213,5058,2022/1/7 17:36,01071736,0.9741645
5,2203,254,213,5058,2022/1/7 17:36,01071736,0.9741645
5,2208,253,213,5058,2022/1/7 17:37,01071737,0.974038
5,2212,252,213,5058,2022/1/7 17:37,01071737,0.974038
5,2215,255,213,5058,2022/1/7 17:37,01071737,0.974038
5,2218,259,213,5058,2022/1/7 17:37,01071737,0.974038
5,2222,266,213,5058,2022/1/7 17:37,01071737,0.974038
5,2225,266,213,5058,2022/1/7 17:37,01071737,0.974038
5,2229,274,213,5058,2022/1/7 17:38,01071738,0.973901
5,2234,284,213,5058,2022/1/7 17:38,01071738,0.973901
5,2236,292,213,5058,2022/1/7 17:38,01071738,0.973901
5,2240,302,213,5058,2022/1/7 17:38,01071738,0.973901
5,2243,302,213,5058,2022/1/7 17:38,01071738,0.973901
5,2244,298,213,5058,2022/1/7 17:38,01071738,0.973901
5,2246,302,213,5058,2022/1/7 17:39,01071739,0.97375
5,2247,298,213,5058,2022/1/7 17:39,01071739,0.97375
5,2248,298,213,5058,2022/1/7 17:39,01071739,0.97375
5,2250,303,213,5058,2022/1/7 17:39,01071739,0.97375
5,2251,301,213,5058,2022/1/7 17:39,01071739,0.97375
5,2251,300,213,5058,2022/1/7 17:39,01071739,0.97375
5,2252,300,213,5058,2022/1/7 17:40,01071740,0.9736
5,2253,301,213,5058,2022/1/7 17:40,01071740,0.9736
5,2254,301,213,5058,2022/1/7 17:40,01071740,0.9736
5,2255,299,213,5058,2022/1/7 17:40,01071740,0.9736
5,2256,297,213,5058,2022/1/7 17:40,01071740,0.9736
5,2256,302,213,5058,2022/1/7 17:40,01071740,0.9736
5,2256,296,213,5058,2022/1/7 17:41,01071741,0.973452
5,2257,296,213,5058,2022/1/7 17:41,01071741,0.973452
5,2258,299,213,5058,2022/1/7 17:41,01071741,0.973452
5,2259,298,213,5058,2022/1/7 17:41,01071741,0.973452
5,2259,301,213,5058,2022/1/7 17:41,01071741,0.973452
5,2260,298,213,5058,2022/1/7 17:41,01071741,0.973452
5,2261,298,213,5058,2022/1/7 17:42,01071742,0.973303
5,2262,297,213,5058,2022/1/7 17:42,01071742,0.973303
5,2141,-626,213,5058,2022/1/7 17:42,01071742,0.973303
5,2085,-660,214,5058,2022/1/7 17:42,01071742,0.973303
5,2068,-666,213,5058,2022/1/7 17:42,01071742,0.973303
5,2063,-667,213,5058,2022/1/7 17:42,01071742,0.973303
5,2057,-667,213,5058,2022/1/7 17:43,01071743,0.9736365
5,2051,-667,213,5058,2022/1/7 17:43,01071743,0.9736365
5,2046,-667,213,5058,2022/1/7 17:43,01071743,0.9736365
5,2042,-667,214,5058,2022/1/7 17:43,01071743,0.9736365
5,2038,-667,214,5058,2022/1/7 17:43,01071743,0.9736365
5,2033,-667,214,5058,2022/1/7 17:43,01071743,0.9736365
5,2028,-665,214,5058,2022/1/7 17:44,01071744,0.973969
5,2024,-665,214,5058,2022/1/7 17:44,01071744,0.973969
5,2021,-665,214,5058,2022/1/7 17:44,01071744,0.973969
5,2019,-664,214,5058,2022/1/7 17:44,01071744,0.973969
5,2017,-664,214,5058,2022/1/7 17:44,01071744,0.973969
5,2016,-664,214,5058,2022/1/7 17:44,01071744,0.973969
