baterryNo,U,A,T,R,recordtime,recordTime,SOC
5,2278,103,124,4701,2022/1/3 14:31,01031431,0.9691535
5,2278,103,124,4701,2022/1/3 14:32,01031432,0.969102
5,2278,103,124,4701,2022/1/3 14:32,01031432,0.969102
5,2278,103,124,4701,2022/1/3 14:32,01031432,0.969102
5,2279,103,124,4701,2022/1/3 14:32,01031432,0.969102
5,2278,103,124,4701,2022/1/3 14:32,01031432,0.969102
5,2279,103,124,4701,2022/1/3 14:32,01031432,0.969102
5,2279,103,124,4701,2022/1/3 14:33,01031433,0.9690505
5,2279,103,124,4701,2022/1/3 14:33,01031433,0.9690505
5,2279,103,124,4701,2022/1/3 14:33,01031433,0.9690505
5,2280,103,124,4701,2022/1/3 14:33,01031433,0.9690505
5,2280,103,124,4701,2022/1/3 14:33,01031433,0.9690505
5,2280,103,124,4701,2022/1/3 14:33,01031433,0.9690505
5,2280,103,124,4701,2022/1/3 14:34,01031434,0.968999
5,2280,103,124,4701,2022/1/3 14:34,01031434,0.968999
5,2281,105,124,4701,2022/1/3 14:34,01031434,0.968999
5,2281,104,124,4701,2022/1/3 14:34,01031434,0.968999
5,2281,103,124,4701,2022/1/3 14:34,01031434,0.968999
5,2281,103,124,4701,2022/1/3 14:34,01031434,0.968999
5,2281,104,124,4701,2022/1/3 14:35,01031435,0.968947
5,2282,104,124,4701,2022/1/3 14:35,01031435,0.968947
5,2282,103,124,4701,2022/1/3 14:35,01031435,0.968947
5,2283,105,125,4701,2022/1/3 14:35,01031435,0.968947
5,2283,103,125,4701,2022/1/3 14:35,01031435,0.968947
5,2283,103,125,4701,2022/1/3 14:35,01031435,0.968947
5,2283,104,125,4701,2022/1/3 14:36,01031436,0.968895
5,2283,103,125,4701,2022/1/3 14:36,01031436,0.968895
5,2284,104,125,4701,2022/1/3 14:36,01031436,0.968895
5,2284,104,125,4701,2022/1/3 14:36,01031436,0.968895
5,2284,104,125,4701,2022/1/3 14:36,01031436,0.968895
5,2284,103,125,4701,2022/1/3 14:36,01031436,0.968895
5,2284,103,125,4701,2022/1/3 14:37,01031437,0.9688435
5,2285,104,125,4701,2022/1/3 14:37,01031437,0.9688435
5,2285,104,125,4701,2022/1/3 14:37,01031437,0.9688435
5,2285,103,125,4701,2022/1/3 14:37,01031437,0.9688435
5,2285,103,125,4701,2022/1/3 14:37,01031437,0.9688435
5,2285,103,125,4701,2022/1/3 14:37,01031437,0.9688435
5,2286,103,125,4701,2022/1/3 14:38,01031438,0.968792
5,2286,103,125,4701,2022/1/3 14:38,01031438,0.968792
5,2286,104,125,4701,2022/1/3 14:38,01031438,0.968792
5,2286,104,125,4701,2022/1/3 14:38,01031438,0.968792
5,2286,103,125,4701,2022/1/3 14:38,01031438,0.968792
5,2287,103,125,4701,2022/1/3 14:38,01031438,0.968792
5,2287,103,125,4701,2022/1/3 14:39,01031439,0.9687405
5,2287,103,125,4701,2022/1/3 14:39,01031439,0.9687405
5,2288,104,125,4701,2022/1/3 14:39,01031439,0.9687405
5,2288,103,125,4701,2022/1/3 14:39,01031439,0.9687405
5,2288,104,125,4701,2022/1/3 14:39,01031439,0.9687405
5,2288,103,125,4701,2022/1/3 14:39,01031439,0.9687405
5,2288,103,125,4701,2022/1/3 14:40,01031440,0.968689
5,2289,105,125,4701,2022/1/3 14:40,01031440,0.968689
5,2290,104,125,4701,2022/1/3 14:40,01031440,0.968689
5,2290,103,125,4701,2022/1/3 14:40,01031440,0.968689
5,2290,103,125,4701,2022/1/3 14:40,01031440,0.968689
5,2290,103,125,4701,2022/1/3 14:40,01031440,0.968689
5,2290,103,125,4701,2022/1/3 14:41,01031441,0.9686375
5,2291,104,125,4701,2022/1/3 14:41,01031441,0.9686375
5,2290,103,125,4701,2022/1/3 14:41,01031441,0.9686375
5,2292,105,125,4701,2022/1/3 14:41,01031441,0.9686375
5,2292,104,125,4701,2022/1/3 14:41,01031441,0.9686375
5,2292,104,125,4701,2022/1/3 14:41,01031441,0.9686375
5,2292,103,125,4701,2022/1/3 14:42,01031442,0.968586
5,2292,103,125,4701,2022/1/3 14:42,01031442,0.968586
5,2292,104,125,4701,2022/1/3 14:42,01031442,0.968586
5,2292,103,125,4701,2022/1/3 14:42,01031442,0.968586
5,2293,103,125,4701,2022/1/3 14:42,01031442,0.968586
5,2293,103,125,4701,2022/1/3 14:42,01031442,0.968586
5,2293,103,125,4701,2022/1/3 14:43,01031443,0.9685345
5,2294,103,125,4701,2022/1/3 14:43,01031443,0.9685345
5,2294,103,125,4701,2022/1/3 14:43,01031443,0.9685345
5,2294,104,125,4701,2022/1/3 14:43,01031443,0.9685345
5,2295,104,125,4701,2022/1/3 14:43,01031443,0.9685345
5,2295,104,125,4701,2022/1/3 14:43,01031443,0.9685345
5,2295,104,125,4701,2022/1/3 14:44,01031444,0.9684825
5,2296,104,125,4701,2022/1/3 14:44,01031444,0.9684825
5,2296,103,125,4701,2022/1/3 14:44,01031444,0.9684825
5,2296,103,125,4701,2022/1/3 14:44,01031444,0.9684825
5,2296,103,125,4701,2022/1/3 14:44,01031444,0.9684825
5,2297,103,125,4701,2022/1/3 14:44,01031444,0.9684825
5,2298,104,125,4701,2022/1/3 14:45,01031445,0.9684305
5,2297,103,125,4701,2022/1/3 14:45,01031445,0.9684305
5,2298,104,125,4701,2022/1/3 14:45,01031445,0.9684305
5,2298,104,125,4701,2022/1/3 14:45,01031445,0.9684305
5,2298,103,125,4701,2022/1/3 14:45,01031445,0.9684305
5,2298,103,125,4701,2022/1/3 14:45,01031445,0.9684305
5,2299,104,125,4701,2022/1/3 14:46,01031446,0.9683785
5,2299,104,125,4701,2022/1/3 14:46,01031446,0.9683785
5,2300,104,125,4701,2022/1/3 14:46,01031446,0.9683785
5,2300,103,125,4701,2022/1/3 14:46,01031446,0.9683785
5,2300,103,125,4701,2022/1/3 14:46,01031446,0.9683785
5,2301,103,125,4701,2022/1/3 14:46,01031446,0.9683785
5,2301,103,125,4701,2022/1/3 14:47,01031447,0.968327
5,2302,103,125,4701,2022/1/3 14:47,01031447,0.968327
5,2302,103,125,4701,2022/1/3 14:47,01031447,0.968327
5,2302,103,125,4701,2022/1/3 14:47,01031447,0.968327
5,2302,103,125,4701,2022/1/3 14:47,01031447,0.968327
5,2303,104,125,4701,2022/1/3 14:47,01031447,0.968327
5,2303,103,125,4701,2022/1/3 14:48,01031448,0.9682755
5,2304,103,125,4701,2022/1/3 14:48,01031448,0.9682755
5,2304,103,125,4701,2022/1/3 14:48,01031448,0.9682755
5,2305,104,125,4701,2022/1/3 14:48,01031448,0.9682755
5,2304,103,125,4701,2022/1/3 14:48,01031448,0.9682755
5,2305,104,125,4701,2022/1/3 14:48,01031448,0.9682755
5,2305,103,125,4701,2022/1/3 14:49,01031449,0.968224
5,2306,103,125,4701,2022/1/3 14:49,01031449,0.968224
5,2307,104,125,4701,2022/1/3 14:49,01031449,0.968224
5,2307,103,125,4701,2022/1/3 14:49,01031449,0.968224
5,2307,103,125,4701,2022/1/3 14:49,01031449,0.968224
5,2308,103,125,4701,2022/1/3 14:49,01031449,0.968224
5,2309,103,125,4701,2022/1/3 14:50,01031450,0.9681725
5,2309,103,125,4701,2022/1/3 14:50,01031450,0.9681725
5,2309,104,125,4701,2022/1/3 14:50,01031450,0.9681725
5,2309,103,125,4701,2022/1/3 14:50,01031450,0.9681725
5,2310,103,125,4701,2022/1/3 14:50,01031450,0.9681725
5,2311,103,125,4701,2022/1/3 14:50,01031450,0.9681725
5,2311,103,125,4701,2022/1/3 14:51,01031451,0.968121
5,2312,103,125,4701,2022/1/3 14:51,01031451,0.968121
5,2312,103,125,4701,2022/1/3 14:51,01031451,0.968121
5,2313,103,125,4701,2022/1/3 14:51,01031451,0.968121
5,2313,104,125,4701,2022/1/3 14:51,01031451,0.968121
5,2314,104,125,4701,2022/1/3 14:51,01031451,0.968121
5,2314,103,125,4701,2022/1/3 14:52,01031452,0.9680695
5,2315,103,124,4701,2022/1/3 14:52,01031452,0.9680695
5,2316,105,124,4701,2022/1/3 14:52,01031452,0.9680695
5,2316,103,124,4701,2022/1/3 14:52,01031452,0.9680695
5,2316,103,124,4701,2022/1/3 14:52,01031452,0.9680695
5,2317,103,124,4701,2022/1/3 14:52,01031452,0.9680695
5,2318,104,124,4701,2022/1/3 14:53,01031453,0.9680175
5,2318,104,124,4701,2022/1/3 14:53,01031453,0.9680175
5,2319,103,124,4701,2022/1/3 14:53,01031453,0.9680175
5,2320,104,124,4701,2022/1/3 14:53,01031453,0.9680175
5,2320,104,124,4701,2022/1/3 14:53,01031453,0.9680175
5,2321,104,124,4701,2022/1/3 14:53,01031453,0.9680175
5,2322,103,124,4701,2022/1/3 14:54,01031454,0.967966
5,2323,103,124,4701,2022/1/3 14:54,01031454,0.967966
5,2323,103,124,4701,2022/1/3 14:54,01031454,0.967966
5,2324,103,124,4701,2022/1/3 14:54,01031454,0.967966
5,2325,103,124,4701,2022/1/3 14:54,01031454,0.967966
5,2325,103,124,4701,2022/1/3 14:54,01031454,0.967966
5,2326,103,124,4701,2022/1/3 14:55,01031455,0.9679145
5,2326,103,124,4701,2022/1/3 14:55,01031455,0.9679145
5,2327,103,124,4701,2022/1/3 14:55,01031455,0.9679145
5,2328,103,124,4701,2022/1/3 14:55,01031455,0.9679145
5,2329,103,124,4701,2022/1/3 14:55,01031455,0.9679145
5,2330,103,124,4701,2022/1/3 14:55,01031455,0.9679145
5,2331,103,124,4701,2022/1/3 14:56,01031456,0.967863
5,2332,104,124,4701,2022/1/3 14:56,01031456,0.967863
5,2333,103,124,4701,2022/1/3 14:56,01031456,0.967863
5,2333,103,124,4701,2022/1/3 14:56,01031456,0.967863
5,2334,103,124,4701,2022/1/3 14:56,01031456,0.967863
5,2335,103,124,4701,2022/1/3 14:56,01031456,0.967863
5,2336,103,124,4701,2022/1/3 14:57,01031457,0.9678115
5,2337,104,124,4701,2022/1/3 14:57,01031457,0.9678115
5,2337,102,124,4701,2022/1/3 14:57,01031457,0.9678115
5,2338,102,124,4701,2022/1/3 14:57,01031457,0.9678115
5,2340,103,124,4701,2022/1/3 14:57,01031457,0.9678115
5,2342,103,124,4701,2022/1/3 14:57,01031457,0.9678115
5,2342,103,124,4701,2022/1/3 14:58,01031458,0.96776
5,2342,103,124,4701,2022/1/3 14:58,01031458,0.96776
5,2344,103,124,4701,2022/1/3 14:58,01031458,0.96776
5,2346,103,124,4701,2022/1/3 14:58,01031458,0.96776
5,2347,104,124,4701,2022/1/3 14:58,01031458,0.96776
5,2348,103,124,4701,2022/1/3 14:58,01031458,0.96776
5,2350,104,124,4701,2022/1/3 14:59,01031459,0.967708
5,2352,103,124,4701,2022/1/3 14:59,01031459,0.967708
5,2353,103,124,4701,2022/1/3 14:59,01031459,0.967708
5,2356,103,124,4701,2022/1/3 14:59,01031459,0.967708
5,2356,103,124,4701,2022/1/3 14:59,01031459,0.967708
5,2359,104,124,4701,2022/1/3 15:00,01031500,0.965576
5,2360,104,124,4701,2022/1/3 15:00,01031500,0.965576
5,2361,104,124,4701,2022/1/3 15:00,01031500,0.965576
5,2362,103,124,4701,2022/1/3 15:00,01031500,0.965576
5,2364,103,124,4701,2022/1/3 15:00,01031500,0.965576
5,2366,103,124,4701,2022/1/3 15:00,01031500,0.965576
5,2368,104,124,4701,2022/1/3 15:01,01031501,0.965524
5,2371,104,124,4701,2022/1/3 15:01,01031501,0.965524
5,2375,103,124,4701,2022/1/3 15:01,01031501,0.965524
5,2377,103,124,4701,2022/1/3 15:01,01031501,0.965524
5,2379,103,124,4701,2022/1/3 15:01,01031501,0.965524
5,2380,103,124,4701,2022/1/3 15:01,01031501,0.965524
5,2384,103,124,4701,2022/1/3 15:02,01031502,0.9654725
5,2387,103,124,4701,2022/1/3 15:02,01031502,0.9654725
5,2390,103,124,4701,2022/1/3 15:02,01031502,0.9654725
5,2393,103,124,4701,2022/1/3 15:02,01031502,0.9654725
5,2399,103,124,4701,2022/1/3 15:02,01031502,0.9654725
5,2403,104,124,4701,2022/1/3 15:02,01031502,0.9654725
5,2409,104,124,4701,2022/1/3 15:03,01031503,0.9654205
5,2415,103,124,4701,2022/1/3 15:03,01031503,0.9654205
5,2422,104,124,4701,2022/1/3 15:03,01031503,0.9654205
5,2428,104,124,4701,2022/1/3 15:03,01031503,0.9654205
5,2434,103,124,4701,2022/1/3 15:03,01031503,0.9654205
5,2440,103,124,4701,2022/1/3 15:03,01031503,0.9654205
5,2451,103,124,4701,2022/1/3 15:04,01031504,0.965369
5,2459,103,124,4701,2022/1/3 15:04,01031504,0.965369
5,2471,103,124,4701,2022/1/3 15:04,01031504,0.965369
5,2478,104,124,4701,2022/1/3 15:04,01031504,0.965369
5,2492,102,124,4701,2022/1/3 15:04,01031504,0.965369
5,2505,102,124,4701,2022/1/3 15:04,01031504,0.965369
5,2519,103,124,4701,2022/1/3 15:05,01031505,0.9653175
5,2533,103,124,4701,2022/1/3 15:05,01031505,0.9653175
5,2549,103,124,4701,2022/1/3 15:05,01031505,0.9653175
5,2562,102,124,4701,2022/1/3 15:05,01031505,0.9653175
5,2578,102,124,4701,2022/1/3 15:05,01031505,0.9653175
5,2582,102,124,4701,2022/1/3 15:05,01031505,0.9653175
5,2584,101,124,4701,2022/1/3 15:06,01031506,0.965267
5,2583,101,124,4701,2022/1/3 15:06,01031506,0.965267
5,2584,100,124,4701,2022/1/3 15:06,01031506,0.965267
5,2582,100,124,4701,2022/1/3 15:06,01031506,0.965267
5,2582,100,124,4701,2022/1/3 15:06,01031506,0.965267
5,2582,100,124,4701,2022/1/3 15:06,01031506,0.965267
5,2581,99,124,4701,2022/1/3 15:07,01031507,0.9652175
5,2581,99,124,4701,2022/1/3 15:07,01031507,0.9652175
5,2580,99,124,4701,2022/1/3 15:07,01031507,0.9652175
5,2580,98,124,4701,2022/1/3 15:07,01031507,0.9652175
5,2580,98,124,4701,2022/1/3 15:07,01031507,0.9652175
5,2579,98,124,4701,2022/1/3 15:07,01031507,0.9652175
5,2579,98,124,4701,2022/1/3 15:08,01031508,0.9651685
5,2579,98,124,4701,2022/1/3 15:08,01031508,0.9651685
5,2578,97,124,4701,2022/1/3 15:08,01031508,0.9651685
5,2578,97,124,4701,2022/1/3 15:08,01031508,0.9651685
5,2579,97,124,4701,2022/1/3 15:08,01031508,0.9651685
5,2579,96,124,4701,2022/1/3 15:08,01031508,0.9651685
5,2579,96,124,4701,2022/1/3 15:09,01031509,0.9651205
5,2578,96,124,4701,2022/1/3 15:09,01031509,0.9651205
5,2578,96,124,4701,2022/1/3 15:09,01031509,0.9651205
5,2577,96,124,4701,2022/1/3 15:09,01031509,0.9651205
5,2577,95,124,4701,2022/1/3 15:09,01031509,0.9651205
5,2577,95,124,4701,2022/1/3 15:09,01031509,0.9651205
5,2577,95,124,4701,2022/1/3 15:10,01031510,0.965073
5,2576,94,124,4701,2022/1/3 15:10,01031510,0.965073
5,2575,94,124,4701,2022/1/3 15:10,01031510,0.965073
5,2575,94,124,4701,2022/1/3 15:10,01031510,0.965073
5,2575,93,124,4701,2022/1/3 15:10,01031510,0.965073
5,2574,93,124,4701,2022/1/3 15:10,01031510,0.965073
5,2574,93,124,4701,2022/1/3 15:11,01031511,0.9650265
5,2573,93,124,4701,2022/1/3 15:11,01031511,0.9650265
5,2573,92,124,4701,2022/1/3 15:11,01031511,0.9650265
5,2575,92,124,4701,2022/1/3 15:11,01031511,0.9650265
5,2574,92,124,4701,2022/1/3 15:11,01031511,0.9650265
5,2574,91,124,4701,2022/1/3 15:11,01031511,0.9650265
5,2574,91,124,4701,2022/1/3 15:12,01031512,0.964981
5,2573,91,124,4701,2022/1/3 15:12,01031512,0.964981
5,2572,91,124,4701,2022/1/3 15:12,01031512,0.964981
5,2572,90,124,4701,2022/1/3 15:12,01031512,0.964981
5,2592,89,124,4701,2022/1/3 15:12,01031512,0.964981
5,2571,89,124,4701,2022/1/3 15:12,01031512,0.964981
5,2571,90,124,4701,2022/1/3 15:13,01031513,0.964936
5,2570,90,124,4701,2022/1/3 15:13,01031513,0.964936
5,2570,89,124,4701,2022/1/3 15:13,01031513,0.964936
5,2569,89,124,4701,2022/1/3 15:13,01031513,0.964936
5,2570,89,124,4701,2022/1/3 15:13,01031513,0.964936
5,2569,89,124,4701,2022/1/3 15:13,01031513,0.964936
5,2569,88,124,4701,2022/1/3 15:14,01031514,0.964892
5,2569,88,124,4701,2022/1/3 15:14,01031514,0.964892
5,2568,87,124,4701,2022/1/3 15:14,01031514,0.964892
5,2568,89,124,4701,2022/1/3 15:14,01031514,0.964892
5,2568,87,124,4701,2022/1/3 15:14,01031514,0.964892
5,2568,87,124,4701,2022/1/3 15:14,01031514,0.964892
5,2569,87,124,4701,2022/1/3 15:15,01031515,0.9648485
5,2568,87,124,4701,2022/1/3 15:15,01031515,0.9648485
5,2568,86,124,4701,2022/1/3 15:15,01031515,0.9648485
5,2567,86,124,4701,2022/1/3 15:15,01031515,0.9648485
5,2567,86,124,4701,2022/1/3 15:15,01031515,0.9648485
5,2567,85,124,4701,2022/1/3 15:15,01031515,0.9648485
5,2567,85,124,4701,2022/1/3 15:16,01031516,0.964806
5,2566,85,124,4701,2022/1/3 15:16,01031516,0.964806
5,2566,85,124,4701,2022/1/3 15:16,01031516,0.964806
5,2566,85,124,4701,2022/1/3 15:16,01031516,0.964806
5,2565,85,124,4701,2022/1/3 15:16,01031516,0.964806
5,2565,84,124,4701,2022/1/3 15:16,01031516,0.964806
5,2564,83,124,4701,2022/1/3 15:17,01031517,0.9647645
5,2564,84,124,4701,2022/1/3 15:17,01031517,0.9647645
5,2566,83,124,4701,2022/1/3 15:17,01031517,0.9647645
5,2565,83,124,4701,2022/1/3 15:17,01031517,0.9647645
5,2565,83,124,4701,2022/1/3 15:17,01031517,0.9647645
5,2565,83,124,4701,2022/1/3 15:17,01031517,0.9647645
5,2564,82,124,4701,2022/1/3 15:18,01031518,0.9647235
5,2564,82,124,4701,2022/1/3 15:18,01031518,0.9647235
5,2564,82,124,4701,2022/1/3 15:18,01031518,0.9647235
5,2564,82,124,4701,2022/1/3 15:18,01031518,0.9647235
5,2564,82,124,4701,2022/1/3 15:18,01031518,0.9647235
5,2561,79,124,4701,2022/1/3 15:18,01031518,0.9647235
5,2563,82,124,4701,2022/1/3 15:19,01031519,0.9646825
5,2563,80,124,4701,2022/1/3 15:19,01031519,0.9646825
5,2563,80,124,4701,2022/1/3 15:19,01031519,0.9646825
5,2562,80,124,4701,2022/1/3 15:19,01031519,0.9646825
5,2561,80,124,4701,2022/1/3 15:19,01031519,0.9646825
5,2561,80,124,4701,2022/1/3 15:19,01031519,0.9646825
5,2561,80,124,4701,2022/1/3 15:20,01031520,0.9646425
5,2563,80,124,4701,2022/1/3 15:20,01031520,0.9646425
5,2563,80,124,4701,2022/1/3 15:20,01031520,0.9646425
5,2563,79,124,4701,2022/1/3 15:20,01031520,0.9646425
5,2563,79,124,4701,2022/1/3 15:20,01031520,0.9646425
5,2562,79,124,4701,2022/1/3 15:20,01031520,0.9646425
5,2562,79,124,4701,2022/1/3 15:21,01031521,0.964603
5,2565,79,124,4701,2022/1/3 15:21,01031521,0.964603
5,2560,78,124,4701,2022/1/3 15:21,01031521,0.964603
5,2561,78,124,4701,2022/1/3 15:21,01031521,0.964603
5,2562,78,124,4701,2022/1/3 15:21,01031521,0.964603
5,2561,77,124,4701,2022/1/3 15:21,01031521,0.964603
5,2561,77,124,4701,2022/1/3 15:22,01031522,0.9645645
5,2561,77,124,4701,2022/1/3 15:22,01031522,0.9645645
5,2560,77,124,4701,2022/1/3 15:22,01031522,0.9645645
5,2560,77,124,4701,2022/1/3 15:22,01031522,0.9645645
5,2560,76,124,4701,2022/1/3 15:22,01031522,0.9645645
5,2560,76,124,4701,2022/1/3 15:23,01031523,0.9645265
5,2559,76,124,4701,2022/1/3 15:23,01031523,0.9645265
5,2559,75,124,4701,2022/1/3 15:23,01031523,0.9645265
5,2559,75,124,4701,2022/1/3 15:23,01031523,0.9645265
5,2559,75,124,4701,2022/1/3 15:23,01031523,0.9645265
5,2559,75,124,4701,2022/1/3 15:23,01031523,0.9645265
5,2559,75,124,4701,2022/1/3 15:24,01031524,0.964489
5,2559,74,124,4701,2022/1/3 15:24,01031524,0.964489
5,2558,75,124,4701,2022/1/3 15:24,01031524,0.964489
5,2558,74,124,4701,2022/1/3 15:24,01031524,0.964489
5,2558,74,124,4701,2022/1/3 15:24,01031524,0.964489
5,2556,74,124,4701,2022/1/3 15:24,01031524,0.964489
5,2557,73,124,4701,2022/1/3 15:25,01031525,0.9644525
5,2557,73,124,4701,2022/1/3 15:25,01031525,0.9644525
5,2559,74,124,4701,2022/1/3 15:25,01031525,0.9644525
5,2542,73,124,4701,2022/1/3 15:25,01031525,0.9644525
5,2553,73,124,4701,2022/1/3 15:25,01031525,0.9644525
5,2557,72,124,4701,2022/1/3 15:25,01031525,0.9644525
5,2556,78,124,4701,2022/1/3 15:26,01031526,0.9644135
5,2560,73,124,4701,2022/1/3 15:26,01031526,0.9644135
5,2557,72,124,4701,2022/1/3 15:26,01031526,0.9644135
5,2557,72,124,4701,2022/1/3 15:26,01031526,0.9644135
5,2564,71,124,4701,2022/1/3 15:26,01031526,0.9644135
5,2547,67,124,4701,2022/1/3 15:26,01031526,0.9644135
5,2558,72,124,4701,2022/1/3 15:27,01031527,0.9643775
5,2554,72,124,4701,2022/1/3 15:27,01031527,0.9643775
5,2556,71,124,4701,2022/1/3 15:27,01031527,0.9643775
5,2556,71,125,4701,2022/1/3 15:27,01031527,0.9643775
5,2555,70,125,4701,2022/1/3 15:27,01031527,0.9643775
5,2555,71,125,4701,2022/1/3 15:27,01031527,0.9643775
5,2553,80,125,4701,2022/1/3 15:28,01031528,0.9643375
5,2552,71,125,4701,2022/1/3 15:28,01031528,0.9643375
5,2554,67,125,4701,2022/1/3 15:28,01031528,0.9643375
5,2551,67,125,4701,2022/1/3 15:28,01031528,0.9643375
5,2565,70,124,4701,2022/1/3 15:28,01031528,0.9643375
5,2554,70,124,4701,2022/1/3 15:28,01031528,0.9643375
5,2569,69,125,4701,2022/1/3 15:29,01031529,0.964303
5,2546,89,125,4701,2022/1/3 15:29,01031529,0.964303
5,2552,89,125,4701,2022/1/3 15:29,01031529,0.964303
5,2554,70,125,4701,2022/1/3 15:29,01031529,0.964303
5,2554,68,125,4701,2022/1/3 15:29,01031529,0.964303
5,2561,66,125,4701,2022/1/3 15:29,01031529,0.964303
5,2551,68,124,4701,2022/1/3 15:30,01031530,0.964269
5,2553,68,124,4701,2022/1/3 15:30,01031530,0.964269
5,2553,68,125,4701,2022/1/3 15:30,01031530,0.964269
5,2553,67,125,4701,2022/1/3 15:30,01031530,0.964269
5,2553,66,125,4701,2022/1/3 15:30,01031530,0.964269
5,2549,79,125,4701,2022/1/3 15:30,01031530,0.964269
5,2544,68,125,4701,2022/1/3 15:31,01031531,0.964235
5,2552,68,125,4701,2022/1/3 15:31,01031531,0.964235
5,2565,66,125,4701,2022/1/3 15:31,01031531,0.964235
5,2552,57,125,4701,2022/1/3 15:31,01031531,0.964235
5,2551,67,125,4701,2022/1/3 15:31,01031531,0.964235
5,2552,66,125,4701,2022/1/3 15:31,01031531,0.964235
5,2550,55,125,4701,2022/1/3 15:32,01031532,0.9642075
5,2549,55,125,4701,2022/1/3 15:32,01031532,0.9642075
5,2550,65,125,4701,2022/1/3 15:32,01031532,0.9642075
5,2544,66,125,4701,2022/1/3 15:32,01031532,0.9642075
5,2550,67,125,4701,2022/1/3 15:32,01031532,0.9642075
5,2556,66,125,4701,2022/1/3 15:32,01031532,0.9642075
5,2550,66,125,4701,2022/1/3 15:33,01031533,0.9641745
5,2546,65,125,4701,2022/1/3 15:33,01031533,0.9641745
5,2546,67,125,4701,2022/1/3 15:33,01031533,0.9641745
5,2548,66,125,4701,2022/1/3 15:33,01031533,0.9641745
5,2548,66,125,4701,2022/1/3 15:33,01031533,0.9641745
5,2547,50,125,4701,2022/1/3 15:33,01031533,0.9641745
5,2547,50,125,4701,2022/1/3 15:34,01031534,0.9641495
5,2545,63,125,4701,2022/1/3 15:34,01031534,0.9641495
5,2547,72,125,4701,2022/1/3 15:34,01031534,0.9641495
5,2547,63,125,4701,2022/1/3 15:34,01031534,0.9641495
5,2550,46,125,4701,2022/1/3 15:34,01031534,0.9641495
5,2545,46,125,4701,2022/1/3 15:34,01031534,0.9641495
5,2547,64,125,4701,2022/1/3 15:35,01031535,0.9641175
5,2548,64,125,4701,2022/1/3 15:35,01031535,0.9641175
5,2556,65,125,4701,2022/1/3 15:35,01031535,0.9641175
5,2547,62,125,4701,2022/1/3 15:35,01031535,0.9641175
5,2548,62,125,4701,2022/1/3 15:35,01031535,0.9641175
5,2547,63,125,4701,2022/1/3 15:35,01031535,0.9641175
5,2548,62,125,4701,2022/1/3 15:36,01031536,0.9640865
5,2545,65,125,4701,2022/1/3 15:36,01031536,0.9640865
5,2546,61,125,4701,2022/1/3 15:36,01031536,0.9640865
5,2545,77,125,4701,2022/1/3 15:36,01031536,0.9640865
5,2546,77,125,4701,2022/1/3 15:36,01031536,0.9640865
5,2544,65,125,4701,2022/1/3 15:36,01031536,0.9640865
5,2546,41,125,4701,2022/1/3 15:37,01031537,0.964066
5,2545,61,125,4701,2022/1/3 15:37,01031537,0.964066
5,2554,62,125,4701,2022/1/3 15:37,01031537,0.964066
5,2545,61,125,4701,2022/1/3 15:37,01031537,0.964066
5,2544,61,125,4701,2022/1/3 15:37,01031537,0.964066
5,2548,61,125,4701,2022/1/3 15:37,01031537,0.964066
5,2545,60,125,4701,2022/1/3 15:38,01031538,0.964036
5,2544,61,125,4701,2022/1/3 15:38,01031538,0.964036
5,2544,69,125,4701,2022/1/3 15:38,01031538,0.964036
5,2541,69,125,4701,2022/1/3 15:38,01031538,0.964036
5,2545,60,125,4701,2022/1/3 15:38,01031538,0.964036
5,2541,60,125,4701,2022/1/3 15:38,01031538,0.964036
5,2544,59,125,4701,2022/1/3 15:39,01031539,0.9640065
5,2543,46,125,4701,2022/1/3 15:39,01031539,0.9640065
5,2543,57,125,4701,2022/1/3 15:39,01031539,0.9640065
5,2545,57,125,4701,2022/1/3 15:39,01031539,0.9640065
5,2553,59,125,4701,2022/1/3 15:39,01031539,0.9640065
5,2551,54,125,4701,2022/1/3 15:39,01031539,0.9640065
5,2548,57,125,4701,2022/1/3 15:40,01031540,0.963978
5,2545,59,125,4701,2022/1/3 15:40,01031540,0.963978
5,2544,59,125,4701,2022/1/3 15:40,01031540,0.963978
5,2541,58,125,4701,2022/1/3 15:40,01031540,0.963978
5,2543,55,125,4701,2022/1/3 15:40,01031540,0.963978
5,2544,58,125,4701,2022/1/3 15:40,01031540,0.963978
5,2543,59,125,4701,2022/1/3 15:41,01031541,0.9639485
5,2542,55,125,4701,2022/1/3 15:41,01031541,0.9639485
5,2544,55,125,4701,2022/1/3 15:41,01031541,0.9639485
5,2543,53,125,4701,2022/1/3 15:41,01031541,0.9639485
5,2540,57,125,4701,2022/1/3 15:41,01031541,0.9639485
5,2545,56,125,4701,2022/1/3 15:41,01031541,0.9639485
5,2544,57,125,4701,2022/1/3 15:42,01031542,0.96392
5,2542,57,125,4701,2022/1/3 15:42,01031542,0.96392
5,2542,57,125,4701,2022/1/3 15:42,01031542,0.96392
5,2544,56,125,4701,2022/1/3 15:42,01031542,0.96392
5,2541,57,125,4701,2022/1/3 15:42,01031542,0.96392
5,2543,57,125,4701,2022/1/3 15:42,01031542,0.96392
5,2543,56,125,4701,2022/1/3 15:43,01031543,0.963892
5,2540,56,125,4701,2022/1/3 15:43,01031543,0.963892
5,2543,55,125,4701,2022/1/3 15:43,01031543,0.963892
5,2542,56,125,4701,2022/1/3 15:43,01031543,0.963892
